codigo_fundo,setor,preco_atual,liquidez_diaria,dividendo,dividend_yield,dy3_m_acumulado,dy6_m_acumulado,dy12_m_acumulado,dy3_m_media,dy6_m_media,dy12_m_media,dy_ano,variacao_preço,rentab_periodo,rentab_acumulada,patrimonio_líq,vpa,p_vpa,dy_patrimonial,variação_patrimonial,rentab_patr_periodo,rentab_patr_acumulada,vacancia_fisica,vacancia_financeira,quantidade_ativos
CXCO11,Lajes Corporativas,70.44,4600.0,0.72,0.94,2.77,5.66,10.82,0.92,0.94,0.9,9.11,0.0,0.94,3.64,37914241.7,96.58,0.73,0.75,0.04,0.79,7.99,0.0,0.0,0
XPSF11,Outros,7.28,67039.0,0.08,1.02,2.97,5.9,11.35,0.99,0.98,0.95,9.52,0.0,1.02,-89.51,387866121.99,8.96,0.81,0.85,0.01,0.86,-89.08,0.0,0.0,0
HREC11,Títulos e Val. Mob.,83.99,922.0,0.9,1.0,2.7,6.6,12.57,0.9,1.1,1.05,10.47,0.0,1.0,4.23,470810658.96,91.3,0.92,0.99,0.09,1.08,10.7,0.0,0.0,0
HGFF11,Títulos e Val. Mob.,73.99,4623.0,0.65,0.8,2.41,5.04,9.89,0.8,0.84,0.82,8.29,0.0,0.8,15.6,264976875.42,92.53,0.8,0.7,-0.12,0.58,9.82,0.0,0.0,0
AIEC11,Lajes Corporativas,71.65,2370.0,0.74,1.0,2.9,5.82,11.66,0.97,0.97,0.97,9.95,0.0,1.0,4.22,493650132.26,102.31,0.7,0.72,0.89,1.62,8.34,0.0,0.0,2
CYCR11,Títulos e Val. Mob.,8.32,5968.0,0.1,1.19,3.45,6.95,0.0,1.15,1.16,0.0,11.75,0.0,1.19,-90.61,156316239.66,95.73,0.09,0.1,0.01,0.11,6.79,0.0,0.0,0
MXRF11,Híbrido,10.05,395873.0,0.11,1.02,3.07,6.44,12.3,1.02,1.07,1.03,10.6,0.49,1.52,25.29,2305298861.59,10.2,0.99,1.03,0.58,1.61,4.89,0.0,0.0,0
ONEF11,Lajes Corporativas,170.8,179.0,0.92,0.54,1.62,3.35,6.9,0.54,0.56,0.57,6.35,-0.87,-0.34,40.71,159401959.93,174.97,0.98,0.53,0.02,0.55,4.88,0.0,0.0,1
MBRF11,Outros,679.0,438.0,10.0,1.47,4.42,9.59,17.77,1.47,1.6,1.48,16.27,0.0,1.47,15.18,115491134.72,1136.01,0.6,0.88,-0.17,0.71,10.03,0.0,0.0,2
BLMR11,Títulos e Val. Mob.,7.23,43365.0,0.08,0.99,2.96,6.1,12.02,0.99,1.02,1.0,10.08,0.27,1.26,4.33,215896183.24,8.45,0.86,0.89,-0.42,0.47,8.31,0.0,0.0,0
BREV11,Híbrido,108.3,19.0,0.77,0.64,1.79,3.61,7.12,0.6,0.6,0.59,5.96,13.7,14.43,33.36,106685234.41,110.3,0.98,0.7,-0.14,0.56,6.0,0.0,0.0,12
RBRL11,Logística,83.0,3421.0,0.65,0.73,2.11,4.41,9.05,0.7,0.74,0.75,7.24,-3.97,-3.27,4.85,717273399.8,107.26,0.77,0.61,-0.15,0.45,6.83,0.0,0.0,6
CVBI11,Títulos e Val. Mob.,89.34,27404.0,0.66,0.73,2.25,6.05,13.02,0.75,1.01,1.09,10.82,-0.87,-0.15,-0.54,142724455.64,94.71,0.94,0.7,0.89,1.59,5.56,0.0,0.0,0
SEQR11,Outros,63.71,1555.0,0.67,1.0,3.01,6.08,11.43,1.0,1.01,0.95,9.73,1.15,2.16,1.65,154515912.65,96.06,0.66,0.69,0.09,0.78,6.92,0.0,0.0,0
DVFF11,Híbrido,71.65,118.0,0.7,0.95,2.83,6.19,11.55,0.94,1.03,0.96,9.86,-1.65,-0.72,-7.38,10511501.59,95.38,0.75,0.73,-0.3,0.43,12.27,0.0,0.0,0
DVFF11,Híbrido,71.78,201.0,0.7,0.95,2.83,6.19,11.55,0.94,1.03,0.96,9.86,-1.65,-0.72,-7.38,10511501.59,95.38,0.75,0.73,-0.3,0.43,12.27,0.0,0.0,0
DVFF11,Híbrido,71.47,166.0,0.7,0.95,2.83,6.19,11.55,0.94,1.03,0.96,9.86,-1.65,-0.72,-7.38,10511501.59,95.38,0.75,0.73,-0.3,0.43,12.27,0.0,0.0,0
DVFF11,Híbrido,71.62,183.0,0.7,0.95,2.83,6.19,11.55,0.94,1.03,0.96,9.86,-1.65,-0.72,-7.38,10511501.59,95.38,0.75,0.73,-0.3,0.43,12.27,0.0,0.0,0
DVFF11,Híbrido,71.54,586.0,0.7,0.95,2.83,6.19,11.55,0.94,1.03,0.96,9.86,-1.65,-0.72,-7.38,10511501.59,95.38,0.75,0.73,-0.3,0.43,12.27,0.0,0.0,0
DVFF11,Híbrido,71.5,126.0,0.7,0.95,2.83,6.19,11.55,0.94,1.03,0.96,9.86,-1.65,-0.72,-7.38,10511501.59,95.38,0.75,0.73,-0.3,0.43,12.27,0.0,0.0,0
DVFF11,Híbrido,71.5,155.0,0.7,0.95,2.83,6.19,11.55,0.94,1.03,0.96,9.86,-1.65,-0.72,-7.38,10511501.59,95.38,0.75,0.73,-0.3,0.43,12.27,0.0,0.0,0
DVFF11,Híbrido,71.4,835.0,0.7,0.95,2.83,6.19,11.55,0.94,1.03,0.96,9.86,-1.65,-0.72,-7.38,10511501.59,95.38,0.75,0.73,-0.3,0.43,12.27,0.0,0.0,0
RECR11,Títulos e Val. Mob.,86.6,62523.0,0.44,0.5,2.01,5.9,13.61,0.67,0.98,1.13,10.96,-1.8,-1.31,-3.59,252073032.03,95.33,0.91,0.46,-0.03,0.43,11.86,0.0,0.0,0
HCTR11,Outros,9.89,125720.0,1.1,1.09,3.17,7.14,14.96,1.06,1.19,1.25,12.39,-1.66,-0.59,-8.77,2684538725.13,121.56,0.08,0.9,-0.08,0.83,15.96,0.0,0.0,0
BTCR11,Títulos e Val. Mob.,88.0,6663.0,0.9,1.0,2.93,6.64,13.56,0.98,1.11,1.13,11.59,-6.19,-5.26,9.82,45533835.52,94.66,0.93,0.95,-0.24,0.71,2.98,0.0,0.0,0
CEOC11,Lajes Corporativas,60.63,169.0,0.5,0.84,2.48,4.95,9.79,0.83,0.83,0.82,8.23,-1.96,-1.13,12.49,163105846.62,89.83,0.67,0.56,-0.08,0.47,2.62,0.0,0.0,1
TORD11,Outros,7.54,52171.0,0.07,0.88,3.67,6.54,11.3,1.22,1.09,0.94,8.89,-2.08,-1.22,-16.18,495931112.91,14.15,0.53,0.49,0.35,0.85,12.76,0.0,0.0,0
MGFF11,Títulos e Val. Mob.,58.47,10805.0,0.53,0.82,2.48,5.26,10.57,0.83,0.88,0.88,8.93,-1.4,-0.59,12.25,698300597.86,77.16,0.76,0.69,-0.92,-0.24,2.59,0.0,0.0,0
BLMG11,Logística,74.81,8524.0,0.8,0.95,2.79,5.83,11.37,0.93,0.97,0.95,9.46,-6.1,-5.21,-1.92,357215100.57,93.74,0.8,0.85,1.39,2.26,0.2,0.0,0.0,4
CPFF11,Híbrido,71.5,20045.0,0.62,0.83,2.46,5.07,10.16,0.82,0.85,0.85,8.64,-1.17,-0.36,14.32,440345280.92,80.8,0.88,0.77,-0.83,-0.07,8.68,0.0,0.0,0
BCFF11,Títulos e Val. Mob.,66.49,23539.0,0.56,0.81,2.38,4.99,9.62,0.79,0.83,0.8,8.14,-1.13,-0.33,4.36,1972331202.27,78.31,0.85,0.72,-0.1,0.61,3.46,0.0,0.0,0
FLCR11,Títulos e Val. Mob.,92.67,42.0,0.75,0.81,2.63,7.22,15.98,0.88,1.2,1.33,12.68,-1.38,-0.59,5.57,62818707.63,99.15,0.93,0.76,-0.45,0.3,7.69,0.0,0.0,0
VSLH11,Outros,9.01,51175.0,0.12,1.33,3.74,7.29,14.35,1.25,1.21,1.2,12.06,-0.66,0.66,4.29,31429144.87,10.52,0.86,1.14,0.23,1.37,18.55,0.0,0.0,0
FAED11,Outros,151.99,2898.0,1.54,0.99,2.99,6.29,11.82,1.0,1.05,0.99,10.21,-1.87,-0.9,19.0,138819579.88,216.17,0.7,0.71,0.0,0.71,4.21,0.0,0.0,3
DEVA11,Títulos e Val. Mob.,83.75,27821.0,0.56,0.63,2.26,6.53,14.36,0.75,1.09,1.2,11.64,-2.12,-1.5,-3.84,1407302585.03,101.2,0.83,0.55,0.99,1.55,17.52,0.0,0.0,0
RVBI11,Títulos e Val. Mob.,74.52,3679.0,0.75,0.97,2.86,5.82,11.41,0.95,0.97,0.95,9.6,-0.69,0.27,5.06,124351592.68,86.36,0.86,0.87,-0.59,0.28,7.26,0.0,0.0,0
FEXC11,Títulos e Val. Mob.,83.5,9153.0,0.9,1.02,3.06,6.9,13.62,1.02,1.15,1.13,11.47,1.73,2.76,11.5,560710751.65,91.87,0.91,0.98,0.69,1.68,6.33,0.0,0.0,0
RBRR11,Títulos e Val. Mob.,88.9,45841.0,0.7,0.78,2.56,6.14,12.61,0.85,1.02,1.05,10.61,-3.33,-2.58,-2.45,130394693.01,96.96,0.92,0.72,1.31,2.04,4.32,0.0,0.0,0
CPTS11,Títulos e Val. Mob.,84.3,50806.0,0.85,0.95,3.29,6.91,13.63,1.1,1.15,1.14,11.49,-4.38,-3.47,2.6,2911469296.79,91.61,0.92,0.93,-0.24,0.68,3.13,0.0,0.0,0
RBRF11,Títulos e Val. Mob.,69.23,23696.0,0.63,0.88,2.46,5.16,10.12,0.82,0.86,0.84,8.47,-10.12,-9.33,7.46,1179664989.9,86.23,0.8,0.73,-0.62,0.1,4.39,0.0,0.0,0
RBRY11,Títulos e Val. Mob.,96.96,12353.0,1.0,1.04,3.18,7.12,14.08,1.06,1.19,1.17,11.72,-4.86,-3.87,0.99,553997377.46,99.88,0.97,1.0,0.37,1.37,2.97,0.0,0.0,0
GAME11,Híbrido,9.18,7402.0,0.1,1.08,3.18,7.49,13.33,1.06,1.25,1.11,12.29,-1.91,-0.85,-4.52,202298429.93,9.82,0.93,1.02,0.44,1.47,-98.86,0.0,0.0,0
IBCR11,Títulos e Val. Mob.,85.18,722.0,0.9,1.05,3.65,7.77,16.73,1.22,1.29,1.39,13.61,-3.19,-2.17,1.55,92382161.72,96.39,0.88,0.93,0.63,1.57,9.58,0.0,0.0,0
HCRI11,Hospital,219.0,42.0,2.49,1.09,2.71,5.06,9.62,0.9,0.84,0.8,2.71,0.0,1.09,-15.83,59990809.18,299.95,0.73,0.83,-0.01,0.82,2.24,0.0,0.0,1
BRLA11,Híbrido,144.0,1.0,1.09,11.91,12.63,14.13,18.29,4.21,2.36,1.52,16.91,0.0,11.91,27.86,41709171.07,157.7,0.91,0.69,-0.09,0.61,-9.29,0.0,0.0,0
IRIM11,Híbrido,95.91,863.0,0.7,0.7,2.89,7.44,15.31,0.96,1.24,1.28,12.75,-2.49,-1.8,2.21,18878142.11,97.96,0.98,1.17,-0.51,0.66,2.01,0.0,0.0,0
MCHF11,Títulos e Val. Mob.,8.95,61825.0,0.11,1.22,3.55,7.23,13.97,1.18,1.21,1.16,11.59,-1.1,0.11,-0.07,307296102.43,9.51,0.94,1.16,0.97,2.14,0.54,0.0,0.0,0
GCFF11,Títulos e Val. Mob.,71.26,251.0,0.74,1.02,3.1,6.33,12.31,1.03,1.05,1.03,10.32,-0.11,0.9,0.35,29349861.75,86.68,0.82,0.85,-0.51,0.34,-0.43,0.0,0.0,0
MORE11,Títulos e Val. Mob.,66.8,3305.0,0.6,0.85,2.52,5.82,11.51,0.84,0.97,0.96,9.69,-5.4,-4.6,2.4,203436998.05,87.72,0.76,0.68,-0.42,0.27,1.69,0.0,0.0,0
MGHT11,Hotel,57.3,5445.0,0.65,1.09,3.22,6.91,12.57,1.07,1.15,1.05,10.73,-11.06,-10.09,-24.72,11282700.75,85.88,0.67,0.76,-0.05,0.71,-7.2,0.0,0.0,0
SNFF11,Títulos e Val. Mob.,86.48,5194.0,0.65,0.73,2.2,5.15,9.68,0.73,0.86,0.81,8.19,-0.45,0.28,9.35,264131204.45,93.33,0.93,0.7,-0.95,-0.26,4.72,0.0,0.0,0
VGIP11,Outros,86.97,36074.0,0.45,0.51,2.11,6.37,14.91,0.7,1.06,1.24,11.73,-0.55,-0.05,-1.69,18160778.78,91.76,0.95,0.49,0.25,0.74,8.23,0.0,0.0,0
GCRI11,Títulos e Val. Mob.,92.23,1787.0,1.1,1.16,3.58,7.83,15.99,1.19,1.3,1.33,13.46,0.14,1.3,9.58,11481958.74,96.42,0.96,1.14,-1.96,-0.84,0.82,0.0,0.0,0
NAVT11,Títulos e Val. Mob.,76.0,261.0,0.85,1.07,3.2,6.71,12.71,1.07,1.12,1.06,11.08,-0.06,1.0,22.1,97722397.41,92.67,0.82,0.92,0.0,0.92,1.75,0.0,0.0,0
MGCR11,Títulos e Val. Mob.,82.84,507.0,1.0,1.14,3.99,8.34,15.36,1.33,1.39,1.28,13.11,-0.55,0.59,12.97,130596784.55,91.82,0.9,1.25,0.75,2.01,4.16,0.0,0.0,0
OURE11,Títulos e Val. Mob.,80.78,1149.0,1.05,1.29,3.86,8.08,14.81,1.29,1.35,1.23,12.21,-4.49,-3.26,6.9,101291747.02,94.04,0.86,1.12,-0.29,0.82,12.28,0.0,0.0,0
OUFF11,Títulos e Val. Mob.,65.23,2196.0,0.7,1.04,3.21,6.68,12.73,1.07,1.11,1.06,10.9,-5.58,-4.6,14.65,145731104.29,80.32,0.81,0.87,-0.99,-0.13,10.38,0.0,0.0,0
AFHI11,Títulos e Val. Mob.,93.8,3421.0,0.95,0.99,3.21,7.29,15.06,1.07,1.21,1.25,12.5,-1.66,-0.69,6.06,28929478.44,95.72,0.98,0.99,0.46,1.46,4.93,0.0,0.0,0
ARCT11,Híbrido,89.76,9914.0,0.77,0.83,2.52,6.31,15.9,0.84,1.05,1.33,12.63,-6.9,-6.13,-4.64,37029091.16,99.86,0.9,0.78,-0.16,0.62,4.79,0.0,0.0,4
BLMC11,Outros,82.22,5.0,0.7,0.85,3.05,7.03,14.03,1.02,1.17,1.17,11.69,-4.4,-3.59,-6.11,39222335.81,98.18,0.84,0.71,-0.03,0.68,3.86,0.0,0.0,0
MCHY11,Títulos e Val. Mob.,102.27,513.0,1.4,1.34,3.95,7.77,14.8,1.32,1.29,1.23,12.62,-3.93,-2.64,6.73,371685434.52,103.54,0.99,1.35,0.36,1.72,9.51,0.0,0.0,0
MATV11,Títulos e Val. Mob.,51.94,100.0,0.6,0.69,2.94,6.74,12.86,0.98,1.12,1.07,11.65,-7.48,-6.83,-0.89,39761417.1,93.34,0.56,0.64,-0.09,0.55,-0.33,0.0,0.0,0
MATV11,Títulos e Val. Mob.,51.77,400.0,0.6,0.69,2.94,6.74,12.86,0.98,1.12,1.07,11.65,-7.48,-6.83,-0.89,39761417.1,93.34,0.55,0.64,-0.09,0.55,-0.33,0.0,0.0,0
MATV11,Títulos e Val. Mob.,50.81,200.0,0.6,0.69,2.94,6.74,12.86,0.98,1.12,1.07,11.65,-7.48,-6.83,-0.89,39761417.1,93.34,0.54,0.64,-0.09,0.55,-0.33,0.0,0.0,0
MATV11,Títulos e Val. Mob.,51.05,100.0,0.6,0.69,2.94,6.74,12.86,0.98,1.12,1.07,11.65,-7.48,-6.83,-0.89,39761417.1,93.34,0.55,0.64,-0.09,0.55,-0.33,0.0,0.0,0
MATV11,Títulos e Val. Mob.,51.17,100.0,0.6,0.69,2.94,6.74,12.86,0.98,1.12,1.07,11.65,-7.48,-6.83,-0.89,39761417.1,93.34,0.55,0.64,-0.09,0.55,-0.33,0.0,0.0,0
MATV11,Títulos e Val. Mob.,51.6,400.0,0.6,0.69,2.94,6.74,12.86,0.98,1.12,1.07,11.65,-7.48,-6.83,-0.89,39761417.1,93.34,0.55,0.64,-0.09,0.55,-0.33,0.0,0.0,0
MATV11,Títulos e Val. Mob.,51.97,200.0,0.6,0.69,2.94,6.74,12.86,0.98,1.12,1.07,11.65,-7.48,-6.83,-0.89,39761417.1,93.34,0.56,0.64,-0.09,0.55,-0.33,0.0,0.0,0
MATV11,Títulos e Val. Mob.,51.66,400.0,0.6,0.69,2.94,6.74,12.86,0.98,1.12,1.07,11.65,-7.48,-6.83,-0.89,39761417.1,93.34,0.55,0.64,-0.09,0.55,-0.33,0.0,0.0,0
MATV11,Títulos e Val. Mob.,51.99,300.0,0.6,0.69,2.94,6.74,12.86,0.98,1.12,1.07,11.65,-7.48,-6.83,-0.89,39761417.1,93.34,0.56,0.64,-0.09,0.55,-0.33,0.0,0.0,0
BTAL11,Outros,90.17,9405.0,0.83,0.89,2.55,5.14,10.22,0.85,0.86,0.85,8.5,-6.96,-6.13,7.61,63623558.3,106.35,0.85,0.78,0.05,0.83,8.03,0.0,0.0,7
EQIR11,Títulos e Val. Mob.,8.98,15941.0,0.11,1.17,13.53,17.04,0.0,4.51,2.84,0.0,21.4,-4.28,-3.16,-88.2,5004574.36,9.95,0.9,1.11,0.3,1.41,-89.54,0.0,0.0,0
SNFF11,Títulos e Val. Mob.,86.48,5194.0,0.65,0.76,2.23,5.17,9.71,0.74,0.86,0.81,8.22,-3.92,-3.19,5.56,264131204.45,93.33,0.93,0.7,-0.95,-0.26,4.72,0.0,0.0,0
BTRA11,Outros,83.05,5205.0,0.85,1.02,2.75,5.21,10.76,0.92,0.87,0.9,8.87,-4.63,-3.65,-7.5,347696797.12,103.34,0.8,0.77,-0.69,0.08,3.71,0.0,0.0,0
